night_commit_ratio,pr_lines_changed,pr_files_changed,review_gap_hours,review_depth_score,consecutive_ci_failures,ci_pass_rate_7d,deadline_24h_count,deadline_48h_count,open_ticket_count,commit_velocity_spike,cross_team_files_ratio,test_file_updated,hotfix_label_present,risk_label
0.0683,160,5,14.18,1.9589,2,0.8289,0,1,4,1.5848,0.464,0,0,0
0.7715,1174,24,6.0,1.1412,7,0.6964,2,2,12,2.0353,0.0,1,1,2
0.479,837,23,13.79,0.2636,7,0.4413,4,2,8,3.3899,0.2925,1,0,2
0.0,207,1,9.92,1.6839,2,1.0,1,1,2,1.9559,0.2031,1,0,0
0.6073,519,20,13.61,1.208,1,0.6934,0,1,7,1.9937,0.2552,1,0,1
0.8951,3835,57,82.46,0.0568,13,0.0179,4,9,23,4.3411,1.0,0,1,3
0.5597,3000,52,191.72,0.0531,5,0.3752,3,7,31,3.6278,0.9908,0,0,3
0.0196,226,7,6.15,1.1995,3,0.713,0,4,9,0.798,0.6608,1,0,1
0.5817,657,20,1.02,0.739,3,0.7349,2,2,3,1.7677,0.2757,1,0,1
0.4531,520,8,38.83,1.3474,2,0.6156,2,1,6,1.6339,0.2704,0,0,1
0.2391,752,16,3.24,0.6747,1,0.8451,0,2,7,1.4145,0.4734,0,0,1
0.5283,704,16,22.59,1.6798,3,0.6978,2,4,12,1.3026,0.0845,1,1,1
0.0,275,2,1.88,1.3572,2,0.8972,1,0,2,1.6112,0.2423,1,0,0
0.7214,3166,38,20.0,0.0,6,0.1541,6,7,22,4.8242,0.889,0,1,3
0.0499,263,9,0.5,1.3992,2,0.7461,1,1,4,1.7242,0.1211,0,0,0
0.0311,54,2,0.5,1.9199,0,0.9096,1,0,1,1.789,0.1116,1,0,0
0.3114,800,24,42.18,0.0,3,0.6755,2,2,17,3.1592,0.1837,0,0,2
0.5449,1211,30,12.4,0.7156,2,0.6306,1,5,10,2.9798,0.2034,0,1,2
0.5853,2546,70,35.46,0.053,8,0.331,4,5,30,6.5649,0.7084,0,1,3
0.0464,368,9,5.38,0.7043,0,0.8479,0,1,2,1.8672,0.0,1,0,0
0.6156,534,6,28.69,1.8878,1,0.8245,2,1,4,1.238,0.0055,0,0,1
0.2639,616,24,89.28,0.9945,5,0.5288,2,2,10,3.4273,0.4571,0,0,2
0.0481,639,21,9.33,1.8189,2,0.781,1,3,7,1.6651,0.4166,0,0,1
0.1074,658,34,31.29,0.0,6,0.2952,4,3,15,2.4735,0.4376,0,1,2
0.8617,4786,59,30.95,0.0,15,0.3455,6,6,25,5.8191,0.648,1,1,3
0.0622,647,5,16.83,0.6271,0,0.908,1,4,7,1.7422,0.3398,1,0,1
0.277,2998,53,210.0,0.0,7,0.3404,3,4,14,3.4978,0.7492,0,1,3
0.5063,666,27,6.5,1.0911,7,0.4386,2,6,7,3.083,0.9412,0,0,2
0.2902,21,5,8.22,2.2205,2,0.6465,1,2,6,0.6618,0.3133,1,0,0
0.1825,290,6,9.12,1.7663,0,0.9326,0,1,3,0.8563,0.3914,1,0,0
0.5349,380,17,6.89,1.9019,0,0.785,0,4,5,1.9387,0.1126,0,1,1
0.0683,338,7,5.95,2.0355,0,0.8247,1,1,3,0.4843,0.2166,1,0,0
0.0462,489,20,11.98,1.9378,1,0.7419,0,4,11,2.3575,0.4666,0,0,1
0.6316,4768,72,41.52,0.0392,14,0.4269,2,4,29,5.3094,0.7898,0,1,3
0.0,175,2,2.1,1.9729,1,0.8783,1,0,3,0.9782,0.0969,1,0,0
0.0,1807,12,6.0,1.5566,2,0.4179,2,5,12,3.128,0.2956,1,1,2
0.5919,3304,31,174.05,0.0,6,0.3544,3,10,22,4.3946,0.7548,0,1,3
0.5049,177,17,1.0,1.9129,3,0.6664,2,1,8,2.2973,0.1932,0,0,1
0.1537,467,15,6.98,0.6238,1,0.7907,2,3,9,1.0708,0.4875,1,0,1
1.0,2183,80,34.59,0.0056,4,0.241,7,4,13,4.2118,1.0,0,1,3
0.3266,322,18,34.51,1.084,1,0.6329,2,3,10,2.3136,0.453,1,0,1
0.5232,1203,60,66.68,0.0946,15,0.3445,3,8,19,2.7415,0.6775,0,0,3
0.5523,734,23,26.02,0.176,4,0.5131,3,2,12,2.4105,0.4746,1,1,2
0.6867,2879,64,65.68,0.0,12,0.1149,8,7,13,3.2973,0.5988,0,1,3
0.0939,387,4,4.54,2.1508,1,0.6831,1,2,1,0.6794,0.0927,1,0,0
0.7375,2891,41,121.54,0.0761,10,0.0,7,10,23,6.5265,0.9444,0,0,3
0.5252,1709,22,83.11,0.9586,3,0.4454,2,2,14,3.6723,0.6061,0,0,2
0.2371,715,11,60.0,1.5962,0,0.7549,2,1,8,1.7859,0.3389,0,1,1
0.1088,421,4,2.95,1.0819,2,0.7688,1,1,5,1.0378,0.0,1,0,1
0.5223,2168,33,31.72,0.1055,3,0.5188,1,5,18,2.2397,0.2103,1,1,2
0.7123,2641,64,20.0,0.0645,15,0.0335,7,7,23,4.6065,0.8104,0,1,3
0.0,369,13,24.07,1.0121,2,0.5886,2,1,8,1.898,0.5352,1,0,1
0.1659,114,2,9.4,1.7046,1,0.8977,1,1,2,1.5003,0.1326,1,0,0
0.7856,2004,37,31.77,0.0,3,0.4477,2,5,11,1.765,0.4184,0,0,2
0.6609,1575,45,210.0,0.0,8,0.2285,5,10,29,4.2726,0.8855,0,1,3
0.118,679,15,21.7,1.9117,0,0.6878,2,4,11,2.7943,0.2379,1,0,1
0.1462,592,13,15.13,1.1015,1,0.6311,0,1,6,2.4569,0.208,0,1,1
0.0706,18,2,0.65,1.3536,1,0.9786,1,2,4,1.5264,0.2614,0,0,0
0.5782,4323,61,40.43,0.0696,8,0.0,7,9,23,6.4573,0.7317,0,1,3
0.0717,26,9,15.51,1.3235,1,0.8922,0,2,5,1.0412,0.028,1,0,0
0.0507,306,1,3.78,2.1852,0,0.8899,0,2,2,1.2851,0.0066,1,0,0
0.3827,186,10,1.0,0.89,1,0.6254,0,2,10,1.3114,0.4154,1,0,1
0.3543,789,8,18.24,1.9907,3,0.695,0,1,5,1.831,0.4657,1,1,1
0.0576,266,6,0.53,1.9642,1,0.8687,0,0,1,0.6425,0.0,1,0,0
0.1449,35,8,0.5,1.8418,0,0.8188,0,1,3,1.7213,0.1147,0,0,0
0.1778,508,43,9.65,0.5651,6,0.409,3,6,16,2.9992,0.5206,0,1,2
0.0868,629,16,5.59,1.9184,0,0.9278,0,1,9,2.3914,0.3534,0,0,1
0.1035,322,7,3.83,1.9901,2,0.8587,0,2,5,1.7235,0.0211,0,0,0
0.4688,1628,32,31.34,0.9968,3,0.342,1,6,18,3.7498,0.7252,1,1,2
0.4544,1730,30,18.76,1.099,3,0.6582,2,3,14,3.1396,0.253,1,0,2
0.9608,3145,30,20.0,0.0,8,0.2274,8,4,25,7.294,0.5533,0,1,3
0.0,162,2,4.7,2.2916,0,0.8469,1,1,3,1.6472,0.1876,1,1,0
0.8254,4543,37,97.77,0.1295,14,0.103,2,9,26,5.5001,0.8146,0,1,3
0.0943,688,20,3.65,1.4176,3,0.7634,2,2,7,1.7036,0.5593,1,0,1
0.0,314,2,0.59,2.3545,2,0.7889,1,0,2,0.3845,0.2087,1,0,0
0.2413,2092,44,13.45,0.0415,3,0.3482,3,6,10,3.2139,0.2537,0,0,2
0.8081,4392,54,56.06,0.0,8,0.0099,7,6,27,5.6925,0.9073,0,1,3
0.721,3286,38,20.0,0.0,14,0.3007,4,3,27,7.1791,0.8491,0,1,3
0.3103,227,16,17.41,1.7671,0,0.7276,2,2,10,1.7586,0.4201,1,0,1
0.5827,1292,33,32.56,0.0987,9,0.1684,3,6,24,6.477,0.585,0,1,3
0.4181,4408,75,45.01,0.1307,11,0.3107,5,6,20,6.98,0.5773,0,1,3
0.6562,3330,73,132.71,0.0969,13,0.0884,2,10,21,5.4465,1.0,0,0,3
0.215,307,13,1.0,1.4968,1,0.572,1,1,4,1.5979,0.669,0,0,1
0.2558,294,7,5.48,1.9786,0,0.8725,1,0,2,0.87,0.1206,1,0,0
0.4735,1934,67,210.0,0.1452,13,0.2939,6,4,27,7.1498,0.9156,0,1,3
0.1315,131,1,10.88,2.6264,0,0.995,1,0,4,0.6193,0.1498,1,0,0
0.8879,1436,38,24.89,0.0,4,0.2987,7,5,23,7.0956,0.8043,0,1,3
0.7961,1908,60,20.0,0.0203,12,0.3811,6,4,24,6.3224,1.0,0,1,3
0.3583,673,19,64.08,0.0083,5,0.4759,1,3,10,3.184,0.8167,0,1,2
0.1809,334,12,11.15,1.5915,2,0.7893,1,3,6,2.0046,0.3496,1,1,1
0.5607,1226,52,20.0,0.1261,10,0.2675,6,9,25,5.0156,0.5525,0,1,3
0.4042,711,40,110.0,0.9523,5,0.4271,2,3,13,3.555,0.282,0,0,2
0.3457,1730,43,11.8,0.0,7,0.4333,4,2,9,2.1842,0.2293,0,1,2
0.5599,683,42,70.13,1.1708,4,0.4618,4,4,9,3.4221,0.5612,0,0,2
0.0,208,3,7.79,1.1238,2,0.7292,1,2,1,0.8709,0.3212,1,0,0
0.0242,289,9,2.46,1.5881,2,0.8782,1,2,3,0.7297,0.1247,1,0,0
0.4271,873,32,29.86,1.1741,5,0.4568,4,2,9,4.3142,0.3989,0,1,2
0.0912,334,4,60.0,1.8361,0,0.5462,1,3,6,1.0464,0.3112,0,0,1
0.1267,375,11,7.07,2.0172,3,0.9145,1,3,9,1.7675,0.2337,1,0,1
0.2159,469,16,26.15,1.2654,0,0.7161,0,4,7,1.5055,0.1905,0,1,1
0.1577,253,15,10.75,2.0593,1,0.681,2,3,5,1.0274,0.4163,1,0,1
0.0895,696,10,1.0,1.7591,3,0.6251,2,1,9,1.7302,0.2704,1,0,1
0.0792,1220,43,6.0,1.0752,2,0.644,3,3,13,3.8823,0.2491,0,0,2
0.826,3021,77,20.0,0.0443,4,0.0,6,4,22,7.2389,0.5897,0,1,3
0.6455,543,20,15.98,0.9874,2,0.5418,1,1,12,0.6824,0.3934,0,0,1
0.7616,2348,47,59.88,0.0,13,0.0717,6,10,17,5.9765,0.6524,0,1,3
0.7211,2549,52,20.0,0.1067,5,0.177,4,5,16,4.567,0.7054,0,1,3
0.5979,4050,39,75.15,0.0112,15,0.1855,8,4,31,3.8454,0.7239,1,1,3
0.7393,1962,75,21.23,0.1833,8,0.1353,4,9,20,5.6313,0.8154,0,1,3
0.2255,375,6,6.9,1.5443,1,0.7547,0,2,3,1.3621,0.1253,1,0,0
0.0,89,9,19.63,2.05,1,0.6851,0,2,2,1.7207,0.1136,1,0,0
0.253,186,4,36.69,0.8856,0,0.5142,2,3,10,2.0261,0.1129,1,0,1
0.5455,2930,43,20.0,0.0,9,0.1416,2,7,16,3.3127,0.8418,0,1,3
0.0243,652,11,19.63,1.6261,0,0.6068,1,3,4,1.1158,0.1572,1,0,1
0.9373,4414,77,20.0,0.0,4,0.1724,7,5,15,6.4694,0.8127,0,0,3
0.2047,580,10,10.26,1.2458,2,0.5986,0,3,9,0.7394,0.4085,1,0,1
0.8548,1651,54,41.5,0.0376,6,0.1242,8,9,27,3.7012,0.6671,0,1,3
0.4748,754,15,110.0,1.5923,4,0.2661,1,3,15,2.4217,0.2268,0,0,2
0.7697,1895,18,31.81,1.2884,7,0.464,2,4,10,2.9765,0.3365,0,0,2
0.0,56,9,2.31,0.8175,0,0.9473,1,2,6,0.7861,0.1305,1,0,0
0.1384,221,19,26.35,1.1268,0,0.592,0,4,6,2.2999,0.2819,0,0,1
0.8378,4206,35,61.66,0.0,11,0.2716,6,7,26,7.1204,0.7504,0,1,3
0.2612,740,9,11.85,1.4024,0,0.7523,1,1,7,1.7249,0.4485,0,0,1
0.3952,822,35,30.92,0.0,6,0.3476,1,5,14,4.0316,0.7699,1,0,2
0.2234,4647,82,76.2,0.1782,9,0.0444,7,9,30,6.7575,0.495,0,1,3
0.2976,627,8,4.74,1.9112,1,0.8726,1,1,8,1.3207,0.4758,0,1,1
0.7885,3203,55,60.51,0.0,6,0.1112,3,6,14,4.3421,0.7249,0,1,3
0.136,64,3,5.33,1.6869,2,0.9325,0,1,5,1.1141,0.0854,0,1,0
0.8233,3729,32,131.33,0.0038,13,0.2962,7,3,27,6.8915,0.8659,0,1,3
0.312,234,11,12.02,1.9702,3,0.7583,2,4,7,2.462,0.4588,1,0,1
0.0887,110,4,9.34,2.044,1,0.7667,1,2,5,1.4043,0.0273,1,0,0
0.6069,4820,84,40.11,0.0,10,0.1108,8,10,21,6.9047,0.9952,0,1,3
0.2291,476,10,19.21,1.0477,3,0.9701,0,3,12,0.9655,0.2883,0,0,1
0.7511,1544,74,59.7,0.1016,10,0.0848,4,7,28,6.4023,0.8015,0,1,3
0.9163,2807,71,171.72,0.0369,9,0.0593,3,9,29,4.2884,0.6871,1,1,3
0.7182,1310,35,17.65,0.0757,6,0.5291,4,4,11,2.8641,0.3249,1,1,2
0.2775,647,19,1.0,1.2015,3,0.854,0,3,3,1.926,0.4322,0,0,1
0.6724,1994,33,36.39,0.8845,3,0.359,1,2,13,2.4206,0.263,0,0,2
0.1096,434,20,8.76,2.0319,2,0.5928,0,3,5,1.6222,0.1666,0,0,1
0.2281,223,8,6.76,1.8033,1,0.8284,1,1,5,1.587,0.0039,1,0,0
0.2676,1778,30,37.7,1.5545,6,0.4838,1,6,13,2.5358,0.621,0,1,2
0.3413,219,9,8.59,1.3318,0,0.6101,2,4,5,1.5672,0.4246,1,0,1
0.0452,215,1,14.29,2.126,2,0.791,1,0,1,1.2057,0.1183,1,0,0
0.1362,130,1,0.5,1.6968,1,0.962,0,0,6,1.2796,0.1213,1,0,0
0.2517,262,4,24.44,1.8374,0,0.7674,0,1,4,0.931,0.04,1,0,0
0.1322,759,15,8.78,0.8203,3,0.9566,2,2,11,1.7951,0.5392,0,1,1
0.228,334,3,8.95,1.0453,2,0.9779,0,1,1,0.8589,0.1882,1,1,0
0.2729,29,2,9.65,1.0501,0,0.9123,0,0,5,1.7481,0.2556,1,0,0
0.0,153,8,6.58,1.1237,1,1.0,0,1,5,1.0564,0.0452,1,0,0
0.8479,4848,36,20.0,0.1602,5,0.3689,5,10,27,5.1074,0.7275,0,1,3
0.6255,1419,28,49.89,0.065,4,0.597,3,5,17,3.8252,0.3328,0,1,2
0.0165,546,12,6.25,1.1157,3,0.6286,1,2,5,2.1983,0.122,1,0,1
0.7973,2469,52,85.94,0.0,10,0.0286,6,8,13,5.7346,0.8282,0,1,3
0.2428,225,5,2.84,2.0026,0,0.898,1,0,6,1.0982,0.1137,1,0,0
0.5668,1262,33,110.0,0.9252,3,0.3192,2,2,16,3.2425,0.6395,0,0,2
0.0756,467,17,3.77,1.7581,3,0.6431,1,4,7,1.5175,0.3202,1,0,1
0.5799,1443,26,6.0,1.4162,3,0.4098,1,5,14,2.5698,0.3334,0,0,2
0.9135,3188,42,120.18,0.082,6,0.2353,4,8,29,4.3172,0.8988,0,1,3
0.0395,95,1,5.3,2.1145,2,0.9229,0,1,2,1.1795,0.4127,0,0,0
0.6313,1531,17,24.06,1.0819,5,0.6153,4,3,18,2.9887,0.7712,0,0,2
0.3198,1277,16,42.16,1.3656,7,0.386,1,6,13,3.1844,0.4245,1,0,2
0.0445,277,5,17.32,0.8751,0,0.605,1,3,9,1.2,0.412,1,0,1
0.0,47,4,0.8,1.1179,1,0.8165,0,2,5,0.5439,0.0134,0,1,0
0.0,61,1,13.6,2.5105,0,1.0,1,1,4,0.5267,0.0104,1,0,0
0.1351,140,5,2.68,2.1394,0,0.8169,1,2,4,0.4478,0.0,0,0,0
0.439,2081,41,16.31,0.6697,4,0.7192,4,2,17,1.98,0.3152,0,1,2
0.3068,313,20,33.55,1.9691,0,0.6578,2,1,8,2.1942,0.2517,1,0,1
0.6012,240,8,3.64,1.7735,2,0.9982,2,2,4,2.4091,0.4311,1,0,1
0.5414,4566,73,70.91,0.0,12,0.0678,6,5,13,3.4529,0.5807,0,1,3
0.2909,403,4,5.59,1.6373,1,0.8732,2,1,9,2.4093,0.2628,1,0,1
0.6452,1879,42,19.04,1.3357,3,0.2854,3,3,19,2.2969,0.352,0,0,2
0.8205,4049,31,86.06,0.0825,12,0.3081,3,6,31,6.9523,0.4205,0,0,3
0.5407,1040,35,6.0,0.0,4,0.6052,1,3,10,2.0419,0.3724,0,0,2
0.1134,383,1,1.95,2.196,1,1.0,0,1,1,0.9902,0.0238,1,0,0
0.7676,3012,52,60.44,0.0,9,0.3846,7,10,24,3.0363,0.9044,1,1,3
0.5661,309,8,26.79,1.786,0,0.8308,2,3,4,1.8985,0.2957,1,0,1
0.522,889,17,46.1,0.0,4,0.6288,4,4,14,3.3144,0.4907,1,1,2
0.66,3887,68,210.0,0.0,5,0.0429,8,6,30,6.8062,0.8034,0,1,3
0.1137,524,5,10.13,1.4909,0,0.617,1,1,4,1.1358,0.1638,0,0,1
0.4757,469,13,1.0,1.5631,2,0.9723,1,3,12,1.6608,0.0,1,0,1
0.1279,238,9,4.12,1.9484,0,0.7988,1,0,1,1.1382,0.0876,1,0,0
0.0,125,9,6.77,1.8494,0,0.8594,0,2,2,1.2944,0.3221,1,0,0
0.3389,534,35,110.0,1.3849,6,0.302,3,5,13,2.4959,0.6372,0,0,2
0.7397,1679,70,20.0,0.0,11,0.0486,7,6,14,3.8445,0.9197,1,1,3
0.4518,371,13,1.0,1.1888,2,0.5401,1,1,3,1.7406,0.5229,1,0,1
0.2352,1353,33,22.38,0.0,7,0.5399,1,6,15,2.7758,0.4811,0,1,2
0.4542,123,5,12.16,1.8669,1,0.79,0,0,3,0.8993,0.0708,0,0,0
0.7657,4166,81,34.82,0.1104,5,0.2546,8,5,23,3.9379,0.9168,0,1,3
0.5902,154,13,33.27,1.2136,0,0.6639,1,2,9,2.1304,0.2562,0,0,1
0.1949,291,4,11.67,2.368,0,0.8617,1,1,5,0.9032,0.3724,0,0,0
0.212,408,13,60.0,0.7488,0,0.7811,2,2,10,2.2281,0.0979,0,0,1
0.1416,791,15,20.92,0.3284,2,0.6247,1,3,11,1.0035,0.4105,0,1,1
0.0,102,4,0.81,2.4741,1,0.9562,1,1,5,1.0397,0.0236,1,0,0
0.2801,650,13,3.28,1.7834,0,0.6831,1,2,8,1.0026,0.3319,0,1,1
0.5529,4494,33,20.0,0.0,11,0.2744,3,4,16,3.5001,0.7112,0,1,3
0.1232,697,19,10.76,1.4712,0,0.7667,0,3,6,1.0414,0.4768,0,0,1
0.249,1616,18,6.0,1.3789,3,0.5525,4,6,16,2.3939,0.2132,0,1,2
0.404,828,41,24.23,1.4584,5,0.4057,1,4,7,2.7598,0.6149,0,1,2
0.429,1332,17,6.0,1.2419,3,0.4342,3,2,15,2.2257,0.2817,0,0,2
0.0,897,17,17.08,1.2914,3,0.5249,3,6,16,2.7667,0.0,0,1,2
0.6462,2522,79,38.15,0.0199,6,0.4292,3,10,25,3.2349,0.5846,0,1,3
0.0629,1434,21,7.87,0.0,5,0.2932,1,3,11,3.0457,0.3409,0,0,2
0.503,752,14,4.39,0.7772,2,0.5521,2,1,5,1.7817,0.1135,0,0,1
0.1688,552,17,1.0,1.7691,0,0.7012,1,2,4,1.4554,0.5368,0,1,1
0.1157,311,1,4.05,1.4394,1,0.7887,1,0,3,1.4024,0.2977,1,0,0
0.4748,2992,66,82.2,0.0,4,0.3969,4,7,16,6.5653,1.0,0,1,3
0.5718,767,39,13.84,1.0748,6,0.6905,2,3,11,1.9,0.4979,0,0,2
0.5714,2033,66,55.58,0.0,15,0.3616,8,7,22,5.089,0.4712,0,1,3
0.101,1957,13,25.71,1.0753,2,0.3338,2,6,7,2.9359,0.4372,0,1,2
0.062,239,5,8.78,1.3725,1,0.8359,1,2,1,0.5105,0.1846,1,0,0
0.3119,777,21,37.59,1.5405,3,0.8943,1,1,8,1.7726,0.4212,1,0,1
0.2354,105,2,4.58,2.508,1,0.739,1,1,4,1.3796,0.1394,1,0,0
0.8919,3279,71,89.75,0.0217,8,0.0412,4,5,18,6.0656,0.8421,0,1,3
0.1921,658,19,35.55,0.9655,2,0.7262,2,3,6,2.0243,0.7783,1,0,1
0.2093,156,14,1.67,1.7428,2,0.7242,0,4,8,1.182,0.1574,0,0,1
0.1585,162,1,3.06,2.2686,0,0.8148,0,2,4,1.468,0.3899,1,0,0
0.1536,324,2,4.07,2.1093,1,1.0,0,2,4,1.2714,0.0694,1,0,0
0.1129,152,20,15.28,1.8887,2,0.5997,1,4,3,1.8655,0.3851,1,0,1
0.2399,396,14,16.6,1.0955,0,0.9401,1,3,12,1.6109,0.2711,0,0,1
0.3373,1686,43,26.74,0.0703,5,0.6,1,2,18,3.4067,0.404,0,1,2
0.7239,1174,43,12.68,1.2369,7,0.2832,2,6,10,2.4673,0.4517,1,1,2
0.3604,4769,63,20.0,0.0,12,0.3161,2,8,18,5.4853,0.6902,0,1,3
0.7742,4315,39,118.83,0.0552,15,0.036,6,10,23,3.3384,0.4611,0,1,3
0.0438,590,18,39.39,1.6571,1,0.9153,2,3,3,2.7868,0.1502,1,1,1
0.0811,103,4,1.86,1.5771,1,0.8494,0,1,1,1.3536,0.1697,1,0,0
0.1139,354,1,1.83,2.1874,2,0.8721,1,2,6,0.8791,0.0744,0,0,0
0.0364,197,7,3.76,1.9721,2,1.0,1,0,2,1.6792,0.2735,1,0,0
0.0,758,20,13.55,1.4182,3,0.737,0,1,9,1.2247,0.2204,0,0,1
0.2527,1007,13,24.23,1.6394,4,0.4041,2,5,7,2.5579,0.395,0,1,2
0.1882,197,9,7.29,1.1944,0,0.9358,1,2,3,1.2842,0.1719,1,0,0
0.179,174,3,9.21,2.3231,1,0.943,1,1,2,0.9879,0.2086,0,0,0
0.3255,119,6,6.43,1.8165,2,0.734,1,0,5,0.4661,0.3626,1,0,0
0.2732,537,13,6.47,1.2813,1,0.6522,2,2,12,1.0545,0.1613,0,0,1
0.0034,268,17,3.04,0.7541,2,0.6185,1,2,12,1.3861,0.1517,0,0,1
0.0643,207,9,0.99,2.1305,0,0.7212,1,2,1,0.7615,0.1046,0,0,0
0.2583,1420,33,6.0,1.1632,7,0.5695,4,3,9,3.0228,0.6347,0,0,2
0.0774,262,5,0.5,2.3834,1,0.9094,0,0,6,1.4067,0.4508,1,0,0
0.7906,3432,48,210.0,0.0654,15,0.0806,8,4,29,4.9631,0.9508,0,1,3
0.1989,382,9,31.38,1.9577,1,0.5812,2,3,11,1.8977,0.4447,1,0,1
0.6473,2976,76,20.0,0.0903,14,0.3821,3,8,17,6.0911,0.4628,0,1,3
0.188,273,9,1.0,0.5872,0,0.5383,2,4,10,1.3928,0.2679,0,0,1
0.1626,191,6,5.68,1.5247,2,0.7188,1,1,1,1.7229,0.2525,0,0,0
0.9562,3482,76,136.51,0.0225,15,0.1135,3,5,16,4.5292,0.6796,0,1,3
0.3523,438,9,34.67,1.9844,3,0.6209,0,3,11,1.8412,0.1427,1,0,1
0.5926,3018,36,32.54,0.0,14,0.3667,3,10,17,4.5003,0.7847,0,1,3
0.5262,2040,18,16.45,0.9507,4,0.293,2,4,18,3.4524,0.619,0,0,2
0.354,2181,44,6.0,0.5711,4,0.7432,4,3,10,3.5356,0.7019,0,1,2
0.7234,4186,55,81.73,0.0,8,0.1188,4,6,23,6.3282,0.8792,0,1,3
0.0233,208,4,6.24,1.916,2,0.9025,0,0,4,1.0305,0.0854,1,0,0
0.6204,4457,66,126.2,0.0,6,0.0679,6,3,16,5.6877,0.9558,0,1,3
0.4308,861,31,32.2,0.2071,5,0.5604,2,5,19,2.0911,0.5813,0,0,2
0.6645,3409,56,88.06,0.0,7,0.0879,3,9,14,4.0764,0.6618,0,1,3
0.5067,1560,24,29.2,0.9178,5,0.3365,1,3,11,3.0273,0.3974,0,0,2
0.705,3667,78,88.93,0.0,11,0.4133,8,7,13,7.1236,0.4659,0,1,3
0.1083,223,1,22.64,1.3007,1,0.7449,1,0,4,0.8466,0.0432,1,0,0
0.4217,1416,13,12.73,1.1418,2,0.4682,2,3,16,2.7635,0.5702,0,0,2
0.6531,1662,55,66.31,0.0,4,0.0,4,4,22,6.4524,0.7301,0,1,3
0.2708,1748,22,95.97,0.9295,3,0.5504,2,4,7,3.8236,0.1841,0,1,2
0.1099,500,20,3.24,1.6362,3,0.7185,0,4,5,2.5772,0.4121,1,0,1
0.5078,1000,33,33.37,1.3106,4,0.4053,2,3,14,2.2794,0.0186,0,0,2
0.0778,180,18,19.97,1.8765,2,0.829,1,3,10,1.8508,0.1351,0,0,1
0.1327,34,5,0.5,1.167,2,0.8279,1,2,3,1.0659,0.0868,1,0,0
0.2344,684,11,33.08,1.4063,1,0.6423,2,1,9,1.322,0.0998,0,1,1
0.1822,516,5,7.82,1.4487,3,0.7935,1,3,5,1.0557,0.2661,1,0,1
0.3812,1141,12,62.46,1.2249,2,0.546,2,2,16,3.9834,0.2958,1,1,2
0.0741,479,21,20.37,1.3185,1,0.7113,1,4,7,1.2736,0.0327,0,0,1
0.0551,172,2,1.21,2.3802,0,0.877,0,1,5,0.8386,0.0558,1,0,0
0.0999,381,9,0.5,1.7067,1,0.8303,1,2,6,1.1951,0.1698,1,0,0
0.1456,341,3,5.8,1.3835,2,0.7525,1,2,5,0.6506,0.0631,0,0,0
0.7845,698,30,14.67,0.8424,2,0.3068,1,6,8,2.782,0.3647,0,0,2
0.7756,3842,62,20.0,0.0,11,0.0,5,8,15,5.7937,0.4265,0,1,3
0.5021,306,7,11.18,2.0044,1,0.6173,0,3,7,2.4457,0.2477,1,1,1
0.0901,532,20,17.43,1.289,3,0.7211,1,1,11,1.5038,0.285,1,0,1
0.3148,2140,35,87.47,0.0575,6,0.4952,2,5,10,1.9351,0.194,0,1,2
0.0971,1601,27,55.87,1.2906,6,0.4449,2,6,18,2.4958,0.2169,0,0,2
0.3661,4025,84,73.5,0.0,13,0.2996,4,5,25,3.4265,0.997,0,1,3
0.301,640,16,33.63,1.0441,6,0.2797,4,5,18,2.8181,0.2813,0,0,2
0.214,429,17,4.9,1.683,1,0.7574,0,2,3,1.5785,0.8404,1,1,1
0.1903,712,6,4.28,1.8607,0,0.6004,2,4,3,2.4251,0.3188,0,0,1
0.0982,196,1,0.5,1.4406,0,1.0,0,0,3,1.3866,0.1929,1,0,0
0.7481,3706,71,20.2,0.0,11,0.3318,7,4,22,4.6369,0.7451,0,0,3
0.3101,1030,30,52.0,0.5333,5,0.6319,4,4,15,2.8723,0.8818,1,0,2
0.0,112,6,16.16,2.263,2,0.8735,0,2,1,0.8802,0.3586,1,0,0
0.9066,3305,59,210.0,0.0571,15,0.3702,6,8,31,4.5083,0.8056,1,1,3
0.1492,115,1,22.48,0.8826,0,0.8528,0,0,2,1.8533,0.0,0,0,0
0.014,906,28,48.93,1.4478,4,0.2907,4,6,15,3.3185,0.1486,1,0,2
0.1493,1894,42,28.42,0.0,4,0.6405,1,6,19,3.0817,0.1765,0,1,2
0.3521,231,8,7.73,1.7581,0,0.5914,0,3,11,2.2308,0.4596,0,0,1
0.2329,1022,32,6.0,1.3467,6,0.4249,2,6,18,2.0684,0.3356,0,0,2
0.4242,439,15,10.6,1.7708,0,0.6222,0,4,12,1.5447,0.3475,1,0,1
0.1891,1333,22,10.45,1.0847,6,0.6622,2,4,15,1.8743,0.3207,0,0,2
0.1812,195,6,6.51,1.3817,2,0.8897,1,2,4,1.5398,0.1106,1,0,0
0.7039,758,35,49.76,1.2672,3,0.5663,2,2,12,3.8799,0.2697,1,0,2
0.8241,2071,74,53.76,0.0,13,0.2798,3,7,23,4.4927,0.7334,1,1,3
0.1707,1991,28,17.59,0.0,5,0.2718,3,4,17,3.7847,0.4109,0,0,2
0.5196,2282,45,135.94,0.1131,10,0.0986,2,5,20,7.4401,0.7363,0,1,3
0.1644,1489,17,13.22,1.1156,6,0.5241,3,2,11,3.5205,0.221,0,0,2
